  cell  ,E,W,N,S
"(62, 151)",1,0,0,1
"(63, 151)",0,0,1,1
"(64, 151)",0,0,1,1
"(65, 151)",1,0,1,0
"(66, 151)",0,1,0,0
"(67, 151)",1,0,0,1
"(68, 151)",1,0,1,0
"(69, 151)",0,1,0,1
"(70, 151)",0,0,1,0
"(71, 151)",1,0,0,1
"(72, 151)",0,1,1,0
"(73, 151)",0,1,0,1
"(74, 151)",1,0,1,0
"(75, 151)",1,1,0,0
"(76, 151)",0,1,0,1
"(77, 151)",0,0,1,1
"(78, 151)",0,0,1,1
"(79, 151)",1,0,1,0
"(80, 151)",0,1,0,0
"(81, 151)",1,0,0,1
"(82, 151)",0,1,1,1
"(83, 151)",1,0,1,0
"(84, 151)",1,1,0,0
"(85, 151)",0,1,0,1
"(86, 151)",0,0,1,1
"(87, 151)",0,1,1,0
"(88, 151)",1,1,0,0
"(89, 151)",1,1,0,0
"(90, 151)",1,1,0,0
"(91, 151)",0,1,0,1
"(92, 151)",1,0,1,0
"(93, 151)",1,0,0,0
"(94, 151)",1,0,0,1
"(95, 151)",0,1,1,0
"(96, 151)",1,1,0,0
"(97, 151)",1,1,0,0
"(98, 151)",1,0,0,1
"(99, 151)",0,0,1,1
"(100, 151)",0,0,1,1
"(101, 151)",0,1,1,1
"(102, 151)",0,0,1,0
"(103, 151)",0,1,0,1
"(104, 151)",0,0,1,1
"(105, 151)",1,1,1,0
"(106, 151)",0,1,0,1
"(107, 151)",0,1,1,0
"(108, 151)",1,1,0,0
"(109, 151)",1,1,0,0
"(110, 151)",1,0,0,1
"(111, 151)",0,1,1,0
"(112, 151)",1,1,0,0
"(113, 151)",1,1,0,0
"(114, 151)",0,1,0,1
"(115, 151)",0,1,1,1
"(116, 151)",1,0,1,1
"(117, 151)",0,1,1,0
"(118, 151)",1,0,0,1
"(119, 151)",0,0,1,1
"(120, 151)",0,0,1,1
"(121, 151)",1,0,1,1
"(122, 151)",1,0,1,0
"(123, 151)",1,0,0,0
"(124, 151)",1,1,0,1
"(125, 151)",0,0,1,1
"(126, 151)",0,1,1,0
"(127, 151)",1,0,0,0
"(128, 151)",1,1,0,1
"(129, 151)",0,0,1,0
"(130, 151)",1,1,0,0
"(131, 151)",1,0,0,1
"(132, 151)",0,1,1,1
"(133, 151)",0,0,1,1
"(134, 151)",0,0,1,1
"(135, 151)",1,0,1,0
"(136, 151)",0,1,0,1
"(137, 151)",0,0,1,0
"(138, 151)",1,0,0,1
"(139, 151)",0,1,1,0
"(140, 151)",1,1,0,0
"(141, 151)",0,1,0,1
"(142, 151)",0,1,1,0
"(143, 151)",1,0,0,1
"(144, 151)",0,0,1,1
"(145, 151)",1,1,1,0
"(146, 151)",0,1,0,1
"(147, 151)",0,0,1,1
"(148, 151)",1,0,1,0
"(149, 151)",1,0,0,1
"(150, 151)",1,0,1,0
"(151, 151)",1,0,0,0
"(152, 151)",1,1,0,0
"(153, 151)",1,1,0,0
"(154, 151)",1,1,0,0
"(155, 151)",1,0,0,1
"(156, 151)",0,0,1,1
"(157, 151)",0,1,1,0
"(158, 151)",0,1,0,1
"(159, 151)",0,0,1,1
"(160, 151)",1,0,1,0
"(161, 151)",1,1,0,0
"(162, 151)",1,1,0,0
"(163, 151)",0,0,0,1
"(164, 151)",1,0,1,0
"(165, 151)",0,1,0,1
"(166, 151)",1,0,1,0
"(167, 151)",1,0,0,1
"(168, 151)",0,1,1,0
"(169, 151)",1,1,0,0
"(170, 151)",0,1,0,1
"(171, 151)",1,0,1,1
"(172, 151)",0,0,1,0
"(173, 151)",1,1,0,0
"(174, 151)",1,1,0,1
"(175, 151)",1,0,1,0
"(176, 151)",1,0,0,1
"(177, 151)",0,1,1,0
"(178, 151)",1,1,0,1
"(179, 151)",0,1,1,0
"(180, 151)",1,0,0,1
"(181, 151)",1,0,1,0
"(182, 151)",1,1,0,1
"(183, 151)",0,0,1,1
"(184, 151)",0,0,1,0
"(185, 151)",1,1,0,0
"(186, 151)",1,0,0,1
"(187, 151)",0,1,1,1
"(188, 151)",0,0,1,0
"(189, 151)",0,1,0,1
"(190, 151)",0,0,1,1
"(191, 151)",0,0,1,1
"(192, 151)",1,0,1,0
"(193, 151)",0,1,0,1
"(194, 151)",0,1,1,0
"(195, 151)",0,1,0,0
"(196, 151)",1,0,0,1
"(197, 151)",0,0,1,1
"(198, 151)",0,0,1,1
"(199, 151)",0,0,1,1
"(200, 151)",1,1,1,0
"(1, 152)",1,1,0,0
"(2, 152)",1,0,0,0
"(3, 152)",1,1,0,0
"(4, 152)",1,1,0,0
"(5, 152)",1,0,0,1
"(6, 152)",0,1,1,0
"(7, 152)",0,1,0,1
"(8, 152)",1,0,1,0
"(9, 152)",0,1,0,0
"(10, 152)",0,1,0,1
"(11, 152)",1,0,1,0
"(12, 152)",0,1,0,1
"(13, 152)",0,1,1,0
"(14, 152)",0,1,0,1
"(15, 152)",0,1,1,0
"(16, 152)",1,0,0,0
"(17, 152)",1,1,0,0
"(18, 152)",0,1,0,1
"(19, 152)",1,0,1,0
"(20, 152)",1,0,0,1
"(21, 152)",1,0,1,1
"(22, 152)",0,1,1,1
"(23, 152)",0,0,1,1
"(24, 152)",1,0,1,0
"(25, 152)",1,0,0,1
"(26, 152)",1,0,1,0
"(27, 152)",0,0,0,1
"(28, 152)",0,0,1,1
"(29, 152)",0,1,1,1
"(30, 152)",0,1,1,0
"(31, 152)",1,1,0,0
"(32, 152)",0,1,0,1
"(33, 152)",0,1,1,0
"(34, 152)",0,1,0,1
"(35, 152)",0,0,1,1
"(36, 152)",0,0,1,1
"(37, 152)",0,1,1,0
"(38, 152)",1,0,0,1
"(39, 152)",0,0,1,1
"(40, 152)",0,1,1,0
"(41, 152)",1,1,0,0
"(42, 152)",1,1,0,0
"(43, 152)",1,0,0,1
"(44, 152)",1,0,1,0
"(45, 152)",0,1,0,0
"(46, 152)",1,1,0,0
"(47, 152)",1,0,0,1
"(48, 152)",1,0,1,0
"(49, 152)",1,0,0,1
"(50, 152)",0,1,1,0
"(51, 152)",0,1,0,1
"(52, 152)",0,1,1,0
"(53, 152)",1,0,0,0
"(54, 152)",0,1,0,1
"(55, 152)",0,0,1,1
"(56, 152)",0,0,1,1
"(57, 152)",0,1,1,0
"(58, 152)",0,1,0,1
"(59, 152)",1,0,1,0
"(60, 152)",1,1,0,0
"(61, 152)",0,1,0,1
"(62, 152)",0,1,1,0
"(63, 152)",1,0,0,1
"(64, 152)",0,0,1,0
"(65, 152)",0,1,0,1
"(66, 152)",0,0,1,1
"(67, 152)",0,1,1,0
"(68, 152)",1,1,0,0
"(69, 152)",1,0,0,1
"(70, 152)",1,0,1,0
"(71, 152)",0,1,0,1
"(72, 152)",1,0,1,0
"(73, 152)",1,0,0,0
"(74, 152)",1,1,0,0
"(75, 152)",0,1,0,1
"(76, 152)",0,0,1,1
"(77, 152)",1,0,1,0
"(78, 152)",1,0,0,0
"(79, 152)",0,1,0,1
"(80, 152)",0,0,1,1
"(81, 152)",0,1,1,0
"(82, 152)",1,0,0,0
"(83, 152)",1,1,0,0
"(84, 152)",1,1,0,0
"(85, 152)",0,0,0,1
"(86, 152)",1,0,1,1
"(87, 152)",0,0,1,0
"(88, 152)",0,1,0,1
"(89, 152)",0,1,1,0
"(90, 152)",0,1,0,1
"(91, 152)",1,0,1,0
"(92, 152)",1,1,0,0
"(93, 152)",1,1,0,0
"(94, 152)",0,1,0,1
"(95, 152)",1,0,1,0
"(96, 152)",0,1,0,0
"(97, 152)",1,1,0,1
"(98, 152)",0,1,1,0
"(99, 152)",1,0,0,1
"(100, 152)",1,0,1,0
"(101, 152)",1,0,0,1
"(102, 152)",1,0,1,1
"(103, 152)",0,0,1,1
"(104, 152)",1,0,1,0
"(105, 152)",1,1,0,0
"(106, 152)",1,0,0,1
"(107, 152)",0,0,1,1
"(108, 152)",0,1,1,0
"(109, 152)",1,1,0,0
"(110, 152)",0,1,0,1
"(111, 152)",0,0,1,0
"(112, 152)",1,1,0,0
"(113, 152)",0,1,0,1
"(114, 152)",1,0,1,0
"(115, 152)",1,0,0,1
"(116, 152)",0,1,1,0
"(117, 152)",1,0,0,1
"(118, 152)",0,1,1,0
"(119, 152)",1,0,0,1
"(120, 152)",1,0,1,0
"(121, 152)",1,1,0,0
"(122, 152)",1,1,0,0
"(123, 152)",1,1,0,0
"(124, 152)",0,1,0,1
"(125, 152)",1,0,1,0
"(126, 152)",1,0,0,1
"(127, 152)",1,1,1,0
"(128, 152)",0,1,0,1
"(129, 152)",0,0,1,1
"(130, 152)",0,1,1,1
"(131, 152)",0,1,1,0
"(132, 152)",0,0,0,1
"(133, 152)",0,0,1,1
"(134, 152)",0,0,1,1
"(135, 152)",1,1,1,0
"(136, 152)",1,0,0,1
"(137, 152)",1,0,1,0
"(138, 152)",0,1,0,1
"(139, 152)",1,0,1,0
"(140, 152)",0,1,0,1
"(141, 152)",0,0,1,1
"(142, 152)",1,0,1,0
"(143, 152)",1,1,0,0
"(144, 152)",1,0,0,0
"(145, 152)",1,1,0,1
"(146, 152)",0,0,1,1
"(147, 152)",0,0,1,0
"(148, 152)",0,1,0,1
"(149, 152)",0,1,1,0
"(150, 152)",1,1,0,0
"(151, 152)",1,1,0,1
"(152, 152)",0,1,1,0
"(153, 152)",0,1,0,1
"(154, 152)",0,1,1,0
"(155, 152)",0,1,0,1
"(156, 152)",1,0,1,0
"(157, 152)",0,0,0,1
"(158, 152)",0,0,1,1
"(159, 152)",1,0,1,0
"(160, 152)",1,1,0,0
"(161, 152)",1,1,0,0
"(162, 152)",0,1,0,1
"(163, 152)",0,0,1,1
"(164, 152)",1,1,1,0
"(165, 152)",1,0,0,0
"(166, 152)",0,1,0,1
"(167, 152)",0,1,1,0
"(168, 152)",1,0,0,0
"(169, 152)",0,1,0,1
"(170, 152)",1,0,1,0
"(171, 152)",0,1,0,0
"(172, 152)",1,0,0,1
"(173, 152)",0,1,1,0
"(174, 152)",1,1,0,0
"(175, 152)",1,1,0,0
"(176, 152)",1,1,0,0
"(177, 152)",0,0,0,1
"(178, 152)",0,1,1,0
"(179, 152)",1,0,0,1
"(180, 152)",0,1,1,0
"(181, 152)",0,1,0,1
"(182, 152)",1,1,1,0
"(183, 152)",1,0,0,1
"(184, 152)",0,0,1,1
"(185, 152)",0,1,1,0
"(186, 152)",1,1,0,1
"(187, 152)",1,0,1,0
"(188, 152)",1,0,0,1
"(189, 152)",0,0,1,1
"(190, 152)",0,0,1,1
"(191, 152)",0,0,1,1
"(192, 152)",0,1,1,0
"(193, 152)",1,0,0,1
"(194, 152)",0,0,1,1
"(195, 152)",0,0,1,1
"(196, 152)",0,1,1,0
"(197, 152)",1,0,0,1
"(198, 152)",0,0,1,1
"(199, 152)",0,0,1,1
"(200, 152)",0,1,1,0
"(1, 153)",0,1,0,1
"(2, 153)",0,1,1,0
"(3, 153)",1,1,0,0
"(4, 153)",1,1,0,0
"(5, 153)",1,1,0,0
"(6, 153)",0,0,0,1
"(7, 153)",1,0,1,0
"(8, 153)",0,1,0,1
"(9, 153)",0,0,1,1
"(10, 153)",1,0,1,0
"(11, 153)",0,1,0,1
"(12, 153)",0,0,1,1
"(13, 153)",1,0,1,1
"(14, 153)",0,0,1,1
"(15, 153)",1,0,1,0
"(16, 153)",1,1,0,1
"(17, 153)",0,1,1,0
"(18, 153)",1,0,0,0
"(19, 153)",1,1,0,0
"(20, 153)",1,1,0,0
"(21, 153)",1,1,0,0
"(22, 153)",1,0,0,1
"(23, 153)",1,0,1,0
"(24, 153)",0,1,0,0
"(25, 153)",1,1,0,0
"(26, 153)",1,1,0,0
"(27, 153)",1,0,0,1
"(28, 153)",0,0,1,1
"(29, 153)",0,0,1,1
"(30, 153)",0,0,1,1
"(31, 153)",1,1,1,0
"(32, 153)",1,0,0,1
"(33, 153)",1,0,1,0
"(34, 153)",1,0,0,1
"(35, 153)",1,0,1,0
"(36, 153)",1,0,0,1
"(37, 153)",0,0,1,1
"(38, 153)",0,1,1,0
"(39, 153)",0,0,0,1
"(40, 153)",0,0,1,1
"(41, 153)",0,1,1,0
"(42, 153)",0,1,0,1
"(43, 153)",0,1,1,0
"(44, 153)",1,1,0,0
"(45, 153)",1,0,0,1
"(46, 153)",1,1,1,0
"(47, 153)",1,1,0,0
"(48, 153)",0,1,0,1
"(49, 153)",0,1,1,0
"(50, 153)",1,0,0,1
"(51, 153)",1,0,1,0
"(52, 153)",0,0,0,1
"(53, 153)",0,1,1,1
"(54, 153)",1,0,1,1
"(55, 153)",0,0,1,1
"(56, 153)",0,0,1,1
"(57, 153)",0,0,1,0
"(58, 153)",1,0,0,1
"(59, 153)",0,1,1,0
"(60, 153)",0,1,0,1
"(61, 153)",1,0,1,0
"(62, 153)",0,0,0,1
"(63, 153)",0,1,1,1
"(64, 153)",1,0,1,1
"(65, 153)",1,0,1,1
"(66, 153)",0,0,1,0
"(67, 153)",1,0,0,1
"(68, 153)",0,1,1,0
"(69, 153)",1,1,0,0
"(70, 153)",1,1,0,0
"(71, 153)",1,0,0,1
"(72, 153)",0,1,1,0
"(73, 153)",1,1,0,1
"(74, 153)",0,1,1,0
"(75, 153)",1,0,0,1
"(76, 153)",1,0,1,0
"(77, 153)",1,1,0,0
"(78, 153)",1,1,0,1
"(79, 153)",0,0,1,1
"(80, 153)",0,0,1,1
"(81, 153)",0,0,1,1
"(82, 153)",0,1,1,1
"(83, 153)",0,1,1,0
"(84, 153)",0,1,0,1
"(85, 153)",1,0,1,0
"(86, 153)",1,1,0,0
"(87, 153)",1,0,0,1
"(88, 153)",0,0,1,1
"(89, 153)",1,0,1,0
"(90, 153)",1,0,0,1
"(91, 153)",0,1,1,0
"(92, 153)",0,1,0,1
"(93, 153)",0,1,1,1
"(94, 153)",1,0,1,0
"(95, 153)",0,1,0,1
"(96, 153)",0,0,1,1
"(97, 153)",0,1,1,0
"(98, 153)",1,0,0,1
"(99, 153)",0,1,1,0
"(100, 153)",0,1,0,1
"(101, 153)",0,1,1,0
"(102, 153)",0,1,0,1
"(103, 153)",1,0,1,0
"(104, 153)",0,1,0,0
"(105, 153)",1,1,0,0
"(106, 153)",0,1,0,1
"(107, 153)",1,0,1,0
"(108, 153)",0,0,0,1
"(109, 153)",0,1,1,1
"(110, 153)",0,0,1,1
"(111, 153)",1,0,1,1
"(112, 153)",0,1,1,0
"(113, 153)",1,0,0,1
"(114, 153)",0,1,1,0
"(115, 153)",0,1,0,1
"(116, 153)",1,0,1,0
"(117, 153)",0,1,0,1
"(118, 153)",1,0,1,0
"(119, 153)",1,1,0,0
"(120, 153)",0,1,0,1
"(121, 153)",0,1,1,0
"(122, 153)",0,1,0,1
"(123, 153)",0,1,1,1
"(124, 153)",0,0,1,0
"(125, 153)",0,1,0,1
"(126, 153)",0,1,1,0
"(127, 153)",1,1,0,1
"(128, 153)",0,0,1,1
"(129, 153)",0,0,1,0
"(130, 153)",1,0,0,1
"(131, 153)",0,0,1,1
"(132, 153)",0,0,1,1
"(133, 153)",0,0,1,1
"(134, 153)",1,0,1,0
"(135, 153)",0,1,0,1
"(136, 153)",0,1,1,0
"(137, 153)",0,1,0,1
"(138, 153)",0,0,1,1
"(139, 153)",0,1,1,0
"(140, 153)",1,0,0,1
"(141, 153)",1,0,1,0
"(142, 153)",1,1,0,0
"(143, 153)",1,1,0,0
"(144, 153)",1,1,0,1
"(145, 153)",0,1,1,0
"(146, 153)",1,0,0,1
"(147, 153)",0,0,1,1
"(148, 153)",1,0,1,0
"(149, 153)",1,0,0,1
"(150, 153)",0,1,1,0
"(151, 153)",1,1,0,0
"(152, 153)",1,0,0,1
"(153, 153)",0,0,1,1
"(154, 153)",0,0,1,1
"(155, 153)",1,0,1,0
"(156, 153)",1,1,0,0
"(157, 153)",1,0,0,1
"(158, 153)",1,0,1,1
"(159, 153)",0,1,1,0
"(160, 153)",1,1,0,0
"(161, 153)",1,1,0,1
"(162, 153)",0,0,1,1
"(163, 153)",1,0,1,0
"(164, 153)",1,1,0,0
"(165, 153)",0,1,0,1
"(166, 153)",1,0,1,1
"(167, 153)",0,0,1,1
"(168, 153)",0,1,1,1
"(169, 153)",1,0,1,0
"(170, 153)",0,1,0,1
"(171, 153)",1,0,1,0
"(172, 153)",1,1,0,0
"(173, 153)",1,0,0,1
"(174, 153)",0,1,1,0
"(175, 153)",0,1,0,1
"(176, 153)",0,1,1,0
"(177, 153)",1,0,0,1
"(178, 153)",1,0,1,0
"(179, 153)",0,1,0,1
"(180, 153)",1,0,1,0
"(181, 153)",0,0,0,1
"(182, 153)",0,1,1,0
"(183, 153)",0,1,0,1
"(184, 153)",0,0,1,1
"(185, 153)",1,0,1,0
"(186, 153)",1,1,0,0
"(187, 153)",1,1,0,0
"(188, 153)",1,1,0,0
"(189, 153)",1,0,0,1
"(190, 153)",0,0,1,1
"(191, 153)",0,0,1,1
"(192, 153)",0,0,1,1
"(193, 153)",1,1,1,0
"(194, 153)",1,0,0,1
"(195, 153)",0,0,1,1
"(196, 153)",0,0,1,1
"(197, 153)",0,1,1,0
"(198, 153)",1,0,0,1
"(199, 153)",0,0,1,1
"(200, 153)",1,0,1,0
"(1, 154)",1,0,0,1
"(2, 154)",0,0,1,1
"(3, 154)",0,1,1,0
"(4, 154)",1,1,0,0
"(5, 154)",0,1,0,1
"(6, 154)",1,0,1,0
"(7, 154)",1,1,0,0
"(8, 154)",1,0,0,1
"(9, 154)",1,0,1,0
"(10, 154)",0,1,0,1
"(11, 154)",0,0,1,1
"(12, 154)",1,0,1,0
"(13, 154)",0,1,0,1
"(14, 154)",0,0,1,0
"(15, 154)",0,1,0,1
"(16, 154)",0,1,1,1
"(17, 154)",1,0,1,0
"(18, 154)",0,1,0,1
"(19, 154)",0,1,1,1
"(20, 154)",0,1,1,0
"(21, 154)",1,1,0,0
"(22, 154)",1,1,0,0
"(23, 154)",0,1,0,1
"(24, 154)",0,0,1,1
"(25, 154)",0,1,1,0
"(26, 154)",0,1,0,1
"(27, 154)",0,1,1,0
"(28, 154)",1,0,0,0
"(29, 154)",1,0,0,1
"(30, 154)",0,0,1,1
"(31, 154)",0,1,1,0
"(32, 154)",1,1,0,0
"(33, 154)",0,1,0,1
"(34, 154)",0,1,1,0
"(35, 154)",1,1,0,0
"(36, 154)",0,1,0,1
"(37, 154)",1,0,1,0
"(38, 154)",1,0,0,1
"(39, 154)",0,0,1,1
"(40, 154)",0,0,1,1
"(41, 154)",1,0,1,0
"(42, 154)",1,0,0,1
"(43, 154)",0,0,1,1
"(44, 154)",0,1,1,0
"(45, 154)",1,1,0,0
"(46, 154)",1,1,0,0
"(47, 154)",0,1,0,1
"(48, 154)",0,0,1,1
"(49, 154)",0,0,1,1
"(50, 154)",0,1,1,0
"(51, 154)",1,1,0,0
"(52, 154)",1,0,0,1
"(53, 154)",1,0,1,0
"(54, 154)",1,1,0,0
"(55, 154)",1,0,0,1
"(56, 154)",1,0,1,0
"(57, 154)",1,0,0,1
"(58, 154)",0,1,1,0
"(59, 154)",1,0,0,1
"(60, 154)",0,0,1,1
"(61, 154)",0,1,1,0
"(62, 154)",1,0,0,1
"(63, 154)",1,0,1,0
"(64, 154)",0,1,0,0
"(65, 154)",0,1,0,1
"(66, 154)",1,0,1,0
"(67, 154)",1,1,0,0
"(68, 154)",1,0,0,1
"(69, 154)",0,1,1,0
"(70, 154)",0,1,0,1
"(71, 154)",0,1,1,0
"(72, 154)",1,0,0,0
"(73, 154)",0,1,0,1
"(74, 154)",1,0,1,0
"(75, 154)",1,1,0,0
"(76, 154)",0,1,0,1
"(77, 154)",1,1,1,0
"(78, 154)",0,1,0,1
"(79, 154)",0,0,1,1
"(80, 154)",0,0,1,1
"(81, 154)",0,0,1,0
"(82, 154)",1,0,0,1
"(83, 154)",0,0,1,1
"(84, 154)",1,0,1,0
"(85, 154)",1,1,0,0
"(86, 154)",1,1,0,1
"(87, 154)",0,1,1,0
"(88, 154)",1,0,0,0
"(89, 154)",1,1,0,0
"(90, 154)",0,1,0,1
"(91, 154)",0,0,1,1
"(92, 154)",0,0,1,1
"(93, 154)",1,0,1,0
"(94, 154)",0,1,0,1
"(95, 154)",0,0,1,1
"(96, 154)",0,0,1,0
"(97, 154)",1,0,0,1
"(98, 154)",0,1,1,0
"(99, 154)",1,0,0,0
"(100, 154)",1,0,0,1
"(101, 154)",0,0,1,1
"(102, 154)",1,0,1,0
"(103, 154)",0,1,0,1
"(104, 154)",1,0,1,1
"(105, 154)",0,1,1,1
"(106, 154)",0,0,1,0
"(107, 154)",0,1,0,1
"(108, 154)",1,0,1,0
"(109, 154)",1,0,0,0
"(110, 154)",1,0,0,1
"(111, 154)",0,1,1,0
"(112, 154)",1,0,0,1
"(113, 154)",0,1,1,0
"(114, 154)",1,0,0,1
"(115, 154)",1,0,1,0
"(116, 154)",0,1,0,0
"(117, 154)",1,0,0,1
"(118, 154)",0,1,1,0
"(119, 154)",0,1,0,1
"(120, 154)",0,0,1,1
"(121, 154)",0,0,1,1
"(122, 154)",1,0,1,0
"(123, 154)",1,0,0,1
"(124, 154)",1,0,1,1
"(125, 154)",0,0,1,1
"(126, 154)",0,0,1,0
"(127, 154)",1,1,0,0
"(128, 154)",1,0,0,1
"(129, 154)",1,0,1,0
"(130, 154)",0,1,0,1
"(131, 154)",0,0,1,1
"(132, 154)",1,0,1,0
"(133, 154)",1,0,0,1
"(134, 154)",0,1,1,0
"(135, 154)",1,0,0,1
"(136, 154)",1,0,1,0
"(137, 154)",0,0,0,1
"(138, 154)",0,0,1,1
"(139, 154)",0,0,1,1
"(140, 154)",1,1,1,0
"(141, 154)",0,1,0,1
"(142, 154)",0,1,1,0
"(143, 154)",1,1,0,0
"(144, 154)",0,1,0,0
"(145, 154)",1,0,0,1
"(146, 154)",1,1,1,0
"(147, 154)",0,0,0,1
"(148, 154)",0,1,1,1
"(149, 154)",0,1,1,0
"(150, 154)",1,0,0,0
"(151, 154)",1,1,0,0
"(152, 154)",0,1,0,1
"(153, 154)",0,0,1,1
"(154, 154)",1,0,1,0
"(155, 154)",0,1,0,1
"(156, 154)",0,1,1,0
"(157, 154)",1,1,0,0
"(158, 154)",1,1,0,0
"(159, 154)",1,0,0,1
"(160, 154)",0,1,1,0
"(161, 154)",0,1,0,1
"(162, 154)",1,0,1,0
"(163, 154)",1,1,0,0
"(164, 154)",0,1,0,1
"(165, 154)",0,0,1,1
"(166, 154)",0,1,1,0
"(167, 154)",0,0,0,1
"(168, 154)",1,0,1,0
"(169, 154)",1,1,0,0
"(170, 154)",1,0,0,0
"(171, 154)",0,1,0,1
"(172, 154)",0,1,1,0
"(173, 154)",0,1,0,1
"(174, 154)",0,0,1,1
"(175, 154)",0,0,1,1
"(176, 154)",0,0,1,1
"(177, 154)",0,1,1,0
"(178, 154)",0,1,0,1
"(179, 154)",1,0,1,1
"(180, 154)",0,1,1,0
"(181, 154)",1,0,0,1
"(182, 154)",0,0,1,1
"(183, 154)",1,0,1,1
"(184, 154)",0,0,1,1
"(185, 154)",0,1,1,0
"(186, 154)",0,1,0,0
"(187, 154)",0,1,0,1
"(188, 154)",1,1,1,0
"(189, 154)",0,1,0,1
"(190, 154)",0,0,1,1
"(191, 154)",0,0,1,0
"(192, 154)",1,0,0,1
"(193, 154)",0,1,1,0
"(194, 154)",1,1,0,0
"(195, 154)",0,0,0,1
"(196, 154)",1,0,1,1
"(197, 154)",1,0,1,0
"(198, 154)",1,1,0,0
"(199, 154)",1,0,0,1
"(200, 154)",0,1,1,0
"(1, 155)",1,1,0,0
"(2, 155)",1,0,0,1
"(3, 155)",0,0,1,0
"(4, 155)",1,1,0,0
"(5, 155)",1,0,0,0
"(6, 155)",1,1,0,0
"(7, 155)",0,1,0,1
"(8, 155)",0,1,1,0
"(9, 155)",0,1,0,1
"(10, 155)",1,0,1,1
"(11, 155)",1,0,1,0
"(12, 155)",0,1,0,1
"(13, 155)",0,0,1,1
"(14, 155)",0,0,1,1
"(15, 155)",0,0,1,1
"(16, 155)",1,0,1,0
"(17, 155)",1,1,0,0
"(18, 155)",1,0,0,1
"(19, 155)",1,0,1,0
"(20, 155)",0,0,0,1
"(21, 155)",0,1,1,0
"(22, 155)",1,1,0,0
"(23, 155)",1,0,0,1
"(24, 155)",0,0,1,1
"(25, 155)",0,0,1,1
"(26, 155)",0,0,1,1
"(27, 155)",1,0,1,0
"(28, 155)",0,1,0,1
"(29, 155)",0,1,1,1
"(30, 155)",0,0,1,1
"(31, 155)",1,0,1,0
"(32, 155)",1,1,0,0
"(33, 155)",0,0,0,1
"(34, 155)",1,0,1,0
"(35, 155)",0,1,0,1
"(36, 155)",1,0,1,0
"(37, 155)",1,1,0,0
"(38, 155)",1,1,0,0
"(39, 155)",1,0,0,1
"(40, 155)",1,0,1,0
"(41, 155)",0,1,0,1
"(42, 155)",0,1,1,0
"(43, 155)",1,0,0,0
"(44, 155)",1,0,0,1
"(45, 155)",1,1,1,0
"(46, 155)",1,1,0,1
"(47, 155)",0,0,1,0
"(48, 155)",1,0,0,1
"(49, 155)",0,0,1,1
"(50, 155)",0,0,1,1
"(51, 155)",0,1,1,0
"(52, 155)",1,1,0,0
"(53, 155)",1,1,0,0
"(54, 155)",1,1,0,0
"(55, 155)",1,1,0,0
"(56, 155)",1,1,0,0
"(57, 155)",1,1,0,0
"(58, 155)",1,0,0,0
"(59, 155)",1,1,0,0
"(60, 155)",1,0,0,1
"(61, 155)",0,0,1,1
"(62, 155)",0,1,1,0
"(63, 155)",0,1,0,1
"(64, 155)",0,0,1,1
"(65, 155)",0,0,1,1
"(66, 155)",0,1,1,0
"(67, 155)",0,1,0,1
"(68, 155)",0,1,1,0
"(69, 155)",1,0,0,1
"(70, 155)",0,0,1,1
"(71, 155)",0,0,1,1
"(72, 155)",0,1,1,1
"(73, 155)",0,0,1,1
"(74, 155)",0,1,1,1
"(75, 155)",1,1,1,0
"(76, 155)",0,0,0,1
"(77, 155)",0,1,1,0
"(78, 155)",1,0,0,1
"(79, 155)",0,0,1,1
"(80, 155)",0,0,1,1
"(81, 155)",1,0,1,0
"(82, 155)",1,1,0,0
"(83, 155)",1,0,0,0
"(84, 155)",1,1,0,0
"(85, 155)",1,1,0,0
"(86, 155)",0,1,0,1
"(87, 155)",0,0,1,1
"(88, 155)",0,1,1,0
"(89, 155)",0,1,0,1
"(90, 155)",0,0,1,1
"(91, 155)",1,0,1,1
"(92, 155)",0,0,1,0
"(93, 155)",1,1,0,0
"(94, 155)",1,0,0,1
"(95, 155)",0,0,1,1
"(96, 155)",0,0,1,1
"(97, 155)",0,1,1,0
"(98, 155)",1,0,0,1
"(99, 155)",0,1,1,0
"(100, 155)",1,1,0,0
"(101, 155)",1,0,0,0
"(102, 155)",0,1,0,1
"(103, 155)",1,0,1,0
"(104, 155)",1,1,0,1
"(105, 155)",0,0,1,0
"(106, 155)",1,0,0,1
"(107, 155)",0,0,1,1
"(108, 155)",0,1,1,0
"(109, 155)",0,1,0,1
"(110, 155)",1,1,1,0
"(111, 155)",1,0,0,0
"(112, 155)",0,1,0,1
"(113, 155)",1,0,1,0
"(114, 155)",1,1,0,0
"(115, 155)",0,1,0,1
"(116, 155)",0,0,1,1
"(117, 155)",0,1,1,0
"(118, 155)",1,0,0,1
"(119, 155)",1,0,1,0
"(120, 155)",0,0,0,1
"(121, 155)",1,0,1,0
"(122, 155)",1,1,0,0
"(123, 155)",1,1,0,0
"(124, 155)",1,1,0,0
"(125, 155)",1,0,0,1
"(126, 155)",0,0,1,1
"(127, 155)",0,1,1,0
"(128, 155)",1,1,0,0
"(129, 155)",0,1,0,1
"(130, 155)",0,0,1,1
"(131, 155)",1,0,1,0
"(132, 155)",1,1,0,0
"(133, 155)",1,1,0,0
"(134, 155)",0,0,0,1
"(135, 155)",1,1,1,0
